gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
001663,01,000003,1976/06/30,2008/11/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANHEUSER-BUSCH COS INC,BUD.2,035229103,0000310569,2082,312120
003024,01,000003,1976/06/30,2016/01/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHUBB CORP,CB.1,171232101,0000020171,6331,524126
001177,01,000003,1976/06/30,2018/12/02,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AETNA INC,AET,00817Y108,0001122304,6324,524114
003813,01,000003,1976/12/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TARGET CORP,TGT,87612E106,0000027419,5331,452990
006008,01,000003,1976/12/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTEL CORP,INTC,458140100,0000050863,3674,334413
007772,01,000003,1976/12/31,2011/09/25,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NATIONAL SEMICONDUCTOR CORP,NSM.2,637640103,0000070530,3674,334413
002845,01,000003,1977/03/31,2009/08/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CENTEX CORP,CTX.2,152312104,0000018532,1531,236117
004062,01,000003,1978/06/30,2007/12/13,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DOW JONES & CO INC,DJ,260561105,0000029924,2711,511110
002154,01,000003,1978/09/30,2014/12/04,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BEMIS CO INC,BMS,081437105,0000011199,2670,322220
010519,01,000003,1978/12/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TEXTRON INC,TXT,883203101,0000217346,3721,336411
010405,01,000003,1978/12/31,2015/07/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLEGHENY TECHNOLOGIES INC,ATI,01741R102,0001018963,3350,331491
007750,01,000003,1979/03/31,2016/04/17,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TENET HEALTHCARE CORP,THC,88033G407,0000070318,8062,622110
011060,01,000003,1979/06/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VF CORP,VFC,918204108,0000103379,2320,315220
011264,01,000003,1979/12/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WALGREENS BOOTS ALLIANCE INC,WBA,931427108,0001618921,5912,446110
001487,01,000003,1980/03/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN INTERNATIONAL GROUP,AIG,026874784,0000005272,6331,524126
004818,01,000003,1980/03/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FLUOR CORP,FLR,343412102,0001124198,1600,237990
004598,01,000003,1980/12/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FEDEX CORP,FDX,31428X106,0001048911,4513,492110
008253,01,000003,1980/12/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PACCAR INC,PCAR,693718108,0000075362,3711,336120
007980,01,000003,1980/12/31,2002/07/21,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORTEL NETWORKS CORP,NRTLQ,656568508,0000072911,9995,999990
001891,01,000003,1981/03/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AUTOMATIC DATA PROCESSING,ADP,053015103,0000008670,7374,518210
009483,01,000003,1981/03/31,2006/02/26,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SCIENTIFIC-ATLANTA INC,SFA.1,808655104,0000087777,3663,334220
005256,01,000003,1981/06/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GRAINGER (W W) INC,GWW,384802104,0000277135,5000,42
007085,01,000003,1981/06/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MASCO CORP,MAS,574599106,0000062996,3430,332913
003336,01,000003,1981/06/30,2015/11/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DXC TECHNOLOGY COMPANY,DXC,23355L106,0001688568,7370,541512
001722,01,000003,1981/07/29,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ARCHER-DANIELS-MIDLAND CO,ADM,039483102,0000007084,2070,31122
005038,01,000003,1981/09/30,2001/06/27,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HARCOURT GENERAL INC,H.2,41163G101,0000040493,2731,511130
009411,01,000003,1981/09/30,2012/06/28,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HILLSHIRE BRANDS CO,HSH,432589109,0000023666,2013,311612
007116,01,000003,1982/03/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MATTEL INC,MAT,577081102,0000063276,3942,339930
011366,01,000003,1982/03/31,2008/09/29,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WENDY'S INTERNATIONAL INC,WEN.2,950590109,0000105668,5812,722211
007267,01,000003,1982/06/30,2009/01/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MERRILL LYNCH & CO INC,BAC2,590188108,0000065100,6211,523110
011259,01,000003,1982/08/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WALMART INC,WMT,931142103,0000104169,5331,452990
009778,01,000003,1982/09/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SNAP-ON INC,SNA,833034101,0000091440,3420,332216
010016,01,000003,1982/09/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STANLEY BLACK & DECKER INC,SWK,854502101,0000093556,3540,333991
009217,01,000003,1982/09/30,2009/04/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROHM AND HAAS CO,ROH,775371107,0000084792,2821,325211
002435,01,000003,1982/10/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BROWN FORMAN CORP,BF.B,115637209,0000014693,2085,312140
001690,01,000003,1982/11/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APPLE INC,AAPL,037833100,0000320193,3663,334220
008068,01,000003,1982/12/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OCCIDENTAL PETROLEUM CORP,OXY,674599105,0000797468,1311,211111
009299,01,000003,1982/12/31,2017/06/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RYDER SYSTEM INC,R,783549108,0000085961,7510,532120
004371,01,000003,1983/07/31,2006/06/05,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ENGELHARD CORP,EC.2,292845104,0000352947,2810,3251
003362,01,000003,1983/08/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONAGRA BRANDS INC,CAG,205887102,0000023217,2000,31142
006733,01,000003,1983/09/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,L BRANDS INC,LB,501797104,0000701985,5621,448120
010639,01,000003,1983/09/30,2005/07/21,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TOYS R US INC,1231B,892335100,0001005414,5945,451120
002136,01,000003,1983/11/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VERIZON COMMUNICATIONS INC,VZ,92343V104,0000732712,4812,517210
009899,01,000003,1983/11/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AT&T INC,T,00206R102,0000732717,4812,517210
002146,01,000003,1983/11/30,2007/01/03,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BELLSOUTH CORP,BLS,079860102,0000732713,4813,517110
061489,01,000003,1983/11/30,2011/03/31,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QWEST COMMUNICATION INTL INC,Q.2,749121109,0001037949,4813,517110
006829,01,000003,1984/02/29,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LOWE'S COMPANIES INC,LOW,548661107,0000060667,5211,444110
008823,01,000003,1984/04/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PULTEGROUP INC,PHM,745867101,0000822416,1531,236117
001380,01,000003,1984/05/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HESS CORP,HES,42809H107,0000004447,1311,211111
001161,01,000003,1984/06/30,2013/09/22,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADVANCED MICRO DEVICES,AMD,007903107,0000002488,3674,334413
006774,01,000003,1984/07/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LOCKHEED MARTIN CORP,LMT,539830109,0000936468,3760,336414
004040,01,000003,1984/07/31,2012/12/11,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DONNELLEY (R R) & SONS CO,RRD,257867200,0000029669,2750,32311
005518,01,000003,1984/09/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HASBRO INC,HAS,418056107,0000046080,3944,339930
001988,01,000003,1984/10/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BALL CORP,BLL,058498106,0000009389,3411,332431
006403,01,000003,1984/10/31,2006/08/10,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KERR-MCGEE CORP,KMG.1,492386107,0001141185,1311,211111
006768,01,000003,1984/10/31,2008/12/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KATE SPADE & CO,KATE,485865109,0000352363,2300,315
001240,01,000003,1984/11/30,2006/06/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALBERTSON'S INC,ABS.1,013104104,0000003333,5411,445110
001651,01,000003,1984/11/30,2006/10/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANDREW CORP,ANDW,034425108,0000317093,3357,335929
007866,01,000003,1984/11/30,2010/12/19,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEW YORK TIMES CO  -CL A,NYT,650111107,0000071691,2711,511110
010190,01,000003,1985/01/31,2012/04/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SUPERVALU INC,SVU,868536301,0000095521,5141,424410
009258,01,000003,1985/01/31,2014/08/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROWAN COMPANIES PLC,RDC,G7665A101,0000085408,1381,213111
001209,01,000003,1985/04/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AIR PRODUCTS & CHEMICALS INC,APD,009158106,0000002969,2810,325120
008030,01,000003,1985/04/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NUCOR CORP,NUE,670346105,0000073309,3312,331110
004145,01,000003,1985/05/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PERKINELMER INC,PKI,714046109,0000031791,3826,334516
003130,01,000003,1985/05/31,2001/01/29,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EL PASO CGP CO,EP2,190441105,0000021267,4922,486210
007985,01,000003,1985/06/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORTHROP GRUMMAN CORP,NOC,666807102,0001133421,3812,334511
005742,01,000003,1985/07/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CENTERPOINT ENERGY INC,CNP,15189T107,0001130310,4931,22111
011672,01,000003,1985/09/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TJX COMPANIES INC,TJX,872540109,0000109198,5651,448140
004058,01,000003,1985/10/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DOVER CORP,DOV,260003108,0000029905,3585,333415
008358,01,000003,1985/11/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PARKER-HANNIFIN CORP,PH,701094104,0000076334,3490,332912
006802,01,000003,1985/11/30,2001/07/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LONGS DRUG STORES CORP,LDG,543162101,0000764762,5912,446110
010726,01,000003,1986/01/31,2007/12/20,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRIBUNE MEDIA CO,TRCO,896047107,0000726513,4833,515120
005878,01,000003,1986/02/28,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ILLINOIS TOOL WORKS,ITW,452308109,0000049826,3560,33399
003863,01,000003,1986/04/30,2004/12/19,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DELUXE CORP,DLX,248019101,0000027996,2780,3231
006268,01,000003,1986/05/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JOHNSON CONTROLS INTL PLC,JCI,G51502105,0000833444,3585,333415
002085,01,000003,1986/05/31,2007/10/28,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BAUSCH & LOMB HLDGS  -REDH,6583B,071707103,0001416436,2834,325412
004990,01,000003,1986/08/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GAP INC,GPS,364760108,0000039911,5651,448140
007922,01,000003,1986/08/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORDSTROM INC,JWN,655664100,0000072333,5651,448140
007228,01,000003,1986/10/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MEDTRONIC PLC,MDT,G5960L103,0001613103,3845,334510
003964,01,000003,1986/10/31,2008/10/21,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DILLARDS INC  -CL A,DDS,254067101,0000028917,5311,452111
002269,01,000003,1986/11/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BLOCK H & R INC,HRB,093671105,0000012659,7200,541213
010247,01,000003,1986/12/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SYSCO CORP,SYY,871829107,0000096021,5140,4244
007773,01,000003,1986/12/31,2001/12/02,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NATIONAL SERVICE INDS INC,NSI.1,637657206,0000070538,7200,812331
010946,01,000003,1986/12/31,2002/05/14,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,US AIRWAYS GROUP INC-OLD,3UAIRQ,911905107,,4512,481111
010426,01,000003,1986/12/31,2007/12/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TEMPLE-INLAND INC,TIN,879868107,0000731939,2631,322130
009004,01,000003,1987/01/31,2006/01/31,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REEBOK INTERNATIONAL LTD,RBK,758110100,0000770949,3021,316211
010974,01,000003,1987/04/30,2009/01/05,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UST INC,UST.1,902911106,0000811669,2100,312229
003310,01,000003,1987/07/31,2018/11/05,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CA INC,CA,12673P105,0000356028,7372,511210
007065,01,000003,1987/08/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARSH & MCLENNAN COS,MMC,571748102,0000062709,6411,524210
008626,01,000003,1987/08/31,2002/07/21,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PLACER DOME INC,PDG,725906101,0000819996,1040,212221
001913,01,000003,1987/12/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AVERY DENNISON CORP,AVY,053611109,0000008818,2670,322220
008304,01,000003,1987/12/31,2015/08/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PALL CORP,PLL.1,696429307,0000075829,3569,333999
003282,01,000003,1988/02/29,2002/05/05,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMPAQ COMPUTER CORP,CPQ.2,204493100,0000714154,3571,334111
005680,01,000003,1988/03/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HOME DEPOT INC,HD,437076102,0000354950,5211,444110
008245,01,000003,1988/04/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PNC FINANCIAL SVCS GROUP INC,PNC,693475105,0000713676,6020,522110
001998,01,000003,1988/04/30,2004/06/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK ONE CORP,ONE.1,06423A103,0001067092,6020,522110
003243,01,000003,1988/05/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CITIGROUP INC,C,172967424,0000831001,6199,522110
010187,01,000003,1988/05/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SUNTRUST BANKS INC,STI,867914103,0000750556,6020,522110
005216,01,000003,1988/06/30,2006/10/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GOLDEN WEST FINANCIAL CORP,GDW,381317106,0000042293,6035,522120
011600,01,000003,1988/07/31,2004/12/19,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WORTHINGTON INDUSTRIES,WOR,981811102,0000108516,3310,331221
007409,01,000003,1988/07/31,2010/07/14,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MILLIPORE CORP,MIL.2,601073109,0000066479,3826,334516
004601,01,000003,1988/08/31,2008/09/10,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FANNIE MAE,FNMA,313586109,0000310522,6111,522294
007906,01,000003,1988/11/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NIKE INC,NKE,654106103,0000320187,3021,316210
004764,01,000003,1988/11/30,2004/03/31,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FLEETBOSTON FINANCIAL CORP,FBF,339030108,0000050341,6020,522110
004213,01,000003,1989/01/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ECOLAB INC,ECL,278865100,0000031462,2842,325612
004739,01,000003,1989/02/28,2009/01/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WACHOVIA CORP,WB.3,929903102,0000036995,6020,522110
012689,01,000003,1989/03/31,2009/12/20,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KB HOME,KBH,48666K109,0000795266,1531,236117
007875,01,000003,1989/04/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEWELL BRANDS INC,NWL,651229106,0000814453,3990,3399
010614,01,000003,1989/04/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TORCHMARK CORP,TMK,891027104,0000320335,6311,524113
003054,01,000003,1989/05/31,2008/03/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CIRCUIT CITY STORES INC,CCTYQ,172737108,0000104599,5731,443112
010787,01,000003,1989/07/31,2009/03/16,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TYCO INTERNATIONAL PLC,TYC,G91442106,0001608109,3669,334290
010984,01,000003,1989/07/31,2013/07/08,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SPRINT CORP,S,852061100,0000101830,4812,517210
012142,01,000003,1989/08/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ORACLE CORP,ORCL,68389X105,0001341439,7372,511210
001794,01,000003,1989/08/31,2008/11/13,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ASHLAND GLOBAL HOLDINGS INC,ASH,044186104,0001674862,2820,3252
007904,01,000003,1989/08/31,2011/12/12,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NICOR INC,GAS.2,654086107,0000072020,4924,221210
002783,01,000003,1989/08/31,2012/07/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PROGRESS ENERGY INC,DUK8,743263105,0001094093,4911,2211
001468,01,000003,1989/10/31,2004/05/02,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN GREETINGS  -CL A,AM.1,026375105,0000005133,2771,511191
009372,01,000003,1989/11/30,2017/01/04,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ST JUDE MEDICAL INC,STJ,790849103,0000203077,3845,334510
001878,01,000003,1989/12/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AUTODESK INC,ADSK,052769106,0000769397,7370,519130
020423,01,000003,1990/02/01,2008/01/28,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAESARS ENTERTAINMENT CORP,CZR,413619107,0000858339,7990,721120
003502,01,000003,1990/05/01,2006/07/17,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COOPER TIRE & RUBBER CO,CTB,216831107,0000024491,3011,326211
002230,01,000003,1990/08/01,2007/07/11,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BIOMET INC,5938B,090613100,0000351346,3842,339113
001359,01,000003,1990/12/11,2001/06/24,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALZA CORP,AZA.1,022615108,0000004310,2834,325412
007017,01,000003,1991/05/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARATHON OIL CORP,MRO,565849106,0000101778,1311,211111
023978,01,000003,1991/05/01,2014/07/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNITED STATES STEEL CORP,X,912909108,0001163302,3312,331110
010860,01,000003,1991/09/19,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMEREN CORP,AEE,023608102,0001002910,4931,2211
011910,01,000003,1991/10/01,2011/04/27,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NOVELL INC,NOVL,670006105,0000758004,7370,541519
005306,01,000003,1991/11/01,2005/07/04,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GREAT LAKES CHEMICAL CORP,GLK.1,390568103,0000043362,2890,325998
001602,01,000003,1992/01/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMGEN INC,AMGN,031162100,0000318154,2836,325414
015208,01,000003,1992/01/02,2008/09/10,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FEDERAL HOME LOAN MORTG CORP,FMCC,313400301,0001026214,6111,522298
015708,01,000003,1992/02/07,2015/03/22,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLERGAN INC,AGN.2,018490102,0000850693,2834,325412
023592,01,000003,1992/04/01,2006/01/02,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MBNA CORP,KRB,55262L100,0000870517,6020,522110
025124,01,000003,1992/07/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LINDE PLC,LIN,G5494J103,0001707925,2810,325120
012136,01,000003,1992/08/01,2010/01/28,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SUN MICROSYSTEMS INC,JAVA,866810203,0000709519,3571,334111
006136,01,000003,1992/10/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTERPUBLIC GROUP OF COS,IPG,460690100,0000051644,7311,541810
028701,01,000003,1993/08/01,2001/12/12,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RALSTON PURINA CO,RAL.,751277302,0000081870,2040,311111
022260,02,000003,1993/09/01,2006/11/19,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HCA HEALTHCARE INC,HCA,404119109,0000860730,8062,622110
029028,01,000003,1993/10/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COSTCO WHOLESALE CORP,COST,22160K105,0000909832,5399,452910
011247,01,000003,1993/10/01,2001/09/03,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WACHOVIA CORP-OLD,WB.1,929771103,0000774203,6020,522110
002055,01,000003,1993/11/01,2002/07/21,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BARRICK GOLD CORP,GOLD,067901108,0000756894,1040,212221
015084,01,000003,1993/11/01,2006/04/02,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BURLINGTON RESOURCES INC,BR.2,122014103,0000833320,1311,211111
020779,01,000003,1993/12/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CISCO SYSTEMS INC,CSCO,17275R102,0000858877,3576,334210
003226,02,000003,1993/12/01,2002/11/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMCAST CORP,CMCSA,20030N200,0001166691,4841,515210
029392,01,000003,1994/01/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EASTMAN CHEMICAL CO,EMN,277432100,0000915389,2821,325211
009783,01,000003,1994/03/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KEYCORP,KEY,493267108,0000091576,6020,522110
012726,01,000003,1994/03/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNUM GROUP,UNM,91529Y106,0000005513,6321,524114
012141,01,000003,1994/06/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MICROSOFT CORP,MSFT,594918104,0000789019,7372,511210
009882,01,000003,1994/07/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SOUTHWEST AIRLINES,LUV,844741108,0000092380,4512,481111
010903,01,000003,1994/07/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNITEDHEALTH GROUP INC,UNH,91324P102,0000731766,6324,524114
013714,03,000003,1994/09/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CBS CORP,CBS,124857202,0000813828,4888,515120
009699,01,000003,1994/09/01,2015/11/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SIGMA-ALDRICH CORP,SIAL,826552101,0000090185,2833,325411
007343,01,000003,1994/09/27,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MICRON TECHNOLOGY INC,MU,595112103,0000723125,3674,334413
025157,01,000003,1994/09/27,2007/09/24,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIRST DATA CORP,FDC,319963104,0000883980,7374,518210
007711,01,000003,1994/09/27,2009/01/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NATIONAL CITY CORP,NCC,635405103,0000069970,6020,522110
030865,01,000003,1994/10/25,2006/04/02,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CINERGY CORP,DUK6,172474108,0000899652,4911,22111
001318,01,000003,1994/12/21,2007/11/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLTEL CORP,AT.2,020039103,0000065873,4812,517212
005079,01,000003,1995/02/09,2001/11/06,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GPU INC,GPU.,36225X100,0000040779,4911,22111
025279,01,000003,1995/02/24,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BOSTON SCIENTIFIC CORP,BSX,101137107,0000885725,3845,334510
001704,01,000003,1995/03/16,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APPLIED MATERIALS INC,AMAT,038222105,0000006951,3559,333242
002019,01,000003,1995/03/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF NEW YORK MELLON CORP,BK,064058100,0001390777,6020,522110
003278,01,000003,1995/05/01,2006/07/31,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AVIS BUDGET GROUP INC,CAR,053774105,0000723612,7510,532111
006781,01,000003,1995/05/10,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LOEWS CORP,L,540424108,0000060086,6331,524126
015354,01,000003,1995/05/22,2001/08/05,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ENTERASYS NETWORKS INC,ETS,293637401,0000846909,3576,334119
031846,01,000003,1995/05/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DARDEN RESTAURANTS INC,DRI,237194105,0000940944,5812,722511
010420,01,000003,1995/07/03,2011/12/20,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TELLABS INC,TLAB,879664100,0000317771,3661,334210
028349,01,000003,1995/07/13,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLSTATE CORP,ALL,020002101,0000899051,6331,524126
